start_time,away_team,away_team_score,home_team,home_team_score
2020-12-23 00:00:00+00:00,GOLDEN STATE WARRIORS,99,BROOKLYN NETS,125
2020-12-23 03:00:00+00:00,LOS ANGELES CLIPPERS,116,LOS ANGELES LAKERS,109
2020-12-24 00:00:00+00:00,CHARLOTTE HORNETS,114,CLEVELAND CAVALIERS,121
2020-12-24 00:00:00+00:00,NEW YORK KNICKS,107,INDIANA PACERS,121
2020-12-24 00:00:00+00:00,MIAMI HEAT,107,ORLANDO MAGIC,113
2020-12-24 00:00:00+00:00,WASHINGTON WIZARDS,107,PHILADELPHIA 76ERS,113
2020-12-24 00:30:00+00:00,NEW ORLEANS PELICANS,113,TORONTO RAPTORS,99
2020-12-24 00:30:00+00:00,MILWAUKEE BUCKS,121,BOSTON CELTICS,122
2020-12-24 01:00:00+00:00,ATLANTA HAWKS,124,CHICAGO BULLS,104
2020-12-24 01:00:00+00:00,SAN ANTONIO SPURS,131,MEMPHIS GRIZZLIES,119
2020-12-24 01:00:00+00:00,DETROIT PISTONS,101,MINNESOTA TIMBERWOLVES,111
2020-12-24 02:00:00+00:00,SACRAMENTO KINGS,124,DENVER NUGGETS,122
2020-12-24 03:00:00+00:00,UTAH JAZZ,120,PORTLAND TRAIL BLAZERS,100
2020-12-24 03:30:00+00:00,DALLAS MAVERICKS,102,PHOENIX SUNS,106
2020-12-25 17:00:00+00:00,NEW ORLEANS PELICANS,98,MIAMI HEAT,111
2020-12-25 19:30:00+00:00,GOLDEN STATE WARRIORS,99,MILWAUKEE BUCKS,138
2020-12-25 22:00:00+00:00,BROOKLYN NETS,123,BOSTON CELTICS,95
2020-12-26 01:00:00+00:00,DALLAS MAVERICKS,115,LOS ANGELES LAKERS,138
2020-12-26 03:30:00+00:00,LOS ANGELES CLIPPERS,121,DENVER NUGGETS,108
2020-12-26 22:00:00+00:00,ATLANTA HAWKS,122,MEMPHIS GRIZZLIES,112
2020-12-27 00:00:00+00:00,OKLAHOMA CITY THUNDER,109,CHARLOTTE HORNETS,107
2020-12-27 00:00:00+00:00,CLEVELAND CAVALIERS,128,DETROIT PISTONS,119
2020-12-27 00:00:00+00:00,ORLANDO MAGIC,130,WASHINGTON WIZARDS,120
2020-12-27 00:30:00+00:00,PHILADELPHIA 76ERS,109,NEW YORK KNICKS,89
2020-12-27 01:00:00+00:00,INDIANA PACERS,125,CHICAGO BULLS,106
2020-12-27 01:30:00+00:00,TORONTO RAPTORS,114,SAN ANTONIO SPURS,119
2020-12-27 02:00:00+00:00,MINNESOTA TIMBERWOLVES,116,UTAH JAZZ,111
2020-12-27 03:00:00+00:00,HOUSTON ROCKETS,126,PORTLAND TRAIL BLAZERS,128
2020-12-27 03:00:00+00:00,PHOENIX SUNS,103,SACRAMENTO KINGS,106
2020-12-27 20:30:00+00:00,DALLAS MAVERICKS,124,LOS ANGELES CLIPPERS,73
2020-12-28 00:00:00+00:00,SAN ANTONIO SPURS,95,NEW ORLEANS PELICANS,98
2020-12-28 00:00:00+00:00,ORLANDO MAGIC,120,WASHINGTON WIZARDS,113
2020-12-28 00:00:00+00:00,BROOKLYN NETS,104,CHARLOTTE HORNETS,106
2020-12-28 00:30:00+00:00,PHILADELPHIA 76ERS,94,CLEVELAND CAVALIERS,118
2020-12-28 00:30:00+00:00,MILWAUKEE BUCKS,110,NEW YORK KNICKS,130
2020-12-28 01:00:00+00:00,BOSTON CELTICS,107,INDIANA PACERS,108
2020-12-28 01:00:00+00:00,GOLDEN STATE WARRIORS,129,CHICAGO BULLS,128
2020-12-28 02:00:00+00:00,PHOENIX SUNS,116,SACRAMENTO KINGS,100
2020-12-28 03:00:00+00:00,MINNESOTA TIMBERWOLVES,91,LOS ANGELES LAKERS,127
2020-12-29 00:30:00+00:00,MEMPHIS GRIZZLIES,116,BROOKLYN NETS,111
2020-12-29 00:30:00+00:00,DETROIT PISTONS,120,ATLANTA HAWKS,128
2020-12-29 01:00:00+00:00,UTAH JAZZ,110,OKLAHOMA CITY THUNDER,109
2020-12-29 02:00:00+00:00,HOUSTON ROCKETS,111,DENVER NUGGETS,124
2020-12-29 03:00:00+00:00,PORTLAND TRAIL BLAZERS,115,LOS ANGELES LAKERS,107
2020-12-30 00:00:00+00:00,NEW YORK KNICKS,95,CLEVELAND CAVALIERS,86
2020-12-30 00:00:00+00:00,GOLDEN STATE WARRIORS,116,DETROIT PISTONS,106
2020-12-30 00:00:00+00:00,BOSTON CELTICS,116,INDIANA PACERS,111
2020-12-30 00:00:00+00:00,CHICAGO BULLS,115,WASHINGTON WIZARDS,107
2020-12-30 00:00:00+00:00,TORONTO RAPTORS,93,PHILADELPHIA 76ERS,100
2020-12-30 00:30:00+00:00,MILWAUKEE BUCKS,144,MIAMI HEAT,97
2020-12-30 01:00:00+00:00,ORLANDO MAGIC,118,OKLAHOMA CITY THUNDER,107
2020-12-30 03:00:00+00:00,NEW ORLEANS PELICANS,86,PHOENIX SUNS,111
2020-12-30 03:00:00+00:00,DENVER NUGGETS,115,SACRAMENTO KINGS,125
2020-12-30 03:00:00+00:00,MINNESOTA TIMBERWOLVES,101,LOS ANGELES CLIPPERS,124
2020-12-31 00:30:00+00:00,MILWAUKEE BUCKS,108,MIAMI HEAT,119
2020-12-31 00:30:00+00:00,ATLANTA HAWKS,141,BROOKLYN NETS,145
2020-12-31 00:30:00+00:00,MEMPHIS GRIZZLIES,107,BOSTON CELTICS,126
2020-12-31 01:30:00+00:00,CHARLOTTE HORNETS,118,DALLAS MAVERICKS,99
2020-12-31 01:30:00+00:00,LOS ANGELES LAKERS,121,SAN ANTONIO SPURS,107
2020-12-31 03:00:00+00:00,PORTLAND TRAIL BLAZERS,105,LOS ANGELES CLIPPERS,128
2020-12-31 20:00:00+00:00,CLEVELAND CAVALIERS,99,INDIANA PACERS,119
2020-12-31 22:00:00+00:00,CHICAGO BULLS,133,WASHINGTON WIZARDS,130
2020-12-31 23:30:00+00:00,PHILADELPHIA 76ERS,116,ORLANDO MAGIC,92
2021-01-01 00:00:00+00:00,SACRAMENTO KINGS,119,HOUSTON ROCKETS,122
2021-01-01 00:30:00+00:00,NEW YORK KNICKS,83,TORONTO RAPTORS,100
2021-01-01 01:00:00+00:00,NEW ORLEANS PELICANS,113,OKLAHOMA CITY THUNDER,80
2021-01-01 02:00:00+00:00,PHOENIX SUNS,106,UTAH JAZZ,95
2020-12-23 00:00:00+00:00,GOLDEN STATE WARRIORS,99,BROOKLYN NETS,125
2020-12-23 03:00:00+00:00,LOS ANGELES CLIPPERS,116,LOS ANGELES LAKERS,109
2020-12-24 00:00:00+00:00,CHARLOTTE HORNETS,114,CLEVELAND CAVALIERS,121
2020-12-24 00:00:00+00:00,NEW YORK KNICKS,107,INDIANA PACERS,121
2020-12-24 00:00:00+00:00,MIAMI HEAT,107,ORLANDO MAGIC,113
2020-12-24 00:00:00+00:00,WASHINGTON WIZARDS,107,PHILADELPHIA 76ERS,113
2020-12-24 00:30:00+00:00,NEW ORLEANS PELICANS,113,TORONTO RAPTORS,99
2020-12-24 00:30:00+00:00,MILWAUKEE BUCKS,121,BOSTON CELTICS,122
2020-12-24 01:00:00+00:00,ATLANTA HAWKS,124,CHICAGO BULLS,104
2020-12-24 01:00:00+00:00,SAN ANTONIO SPURS,131,MEMPHIS GRIZZLIES,119
2020-12-24 01:00:00+00:00,DETROIT PISTONS,101,MINNESOTA TIMBERWOLVES,111
2020-12-24 02:00:00+00:00,SACRAMENTO KINGS,124,DENVER NUGGETS,122
2020-12-24 03:00:00+00:00,UTAH JAZZ,120,PORTLAND TRAIL BLAZERS,100
2020-12-24 03:30:00+00:00,DALLAS MAVERICKS,102,PHOENIX SUNS,106
2020-12-25 17:00:00+00:00,NEW ORLEANS PELICANS,98,MIAMI HEAT,111
2020-12-25 19:30:00+00:00,GOLDEN STATE WARRIORS,99,MILWAUKEE BUCKS,138
2020-12-25 22:00:00+00:00,BROOKLYN NETS,123,BOSTON CELTICS,95
2020-12-26 01:00:00+00:00,DALLAS MAVERICKS,115,LOS ANGELES LAKERS,138
2020-12-26 03:30:00+00:00,LOS ANGELES CLIPPERS,121,DENVER NUGGETS,108
2020-12-26 22:00:00+00:00,ATLANTA HAWKS,122,MEMPHIS GRIZZLIES,112
2020-12-27 00:00:00+00:00,OKLAHOMA CITY THUNDER,109,CHARLOTTE HORNETS,107
2020-12-27 00:00:00+00:00,CLEVELAND CAVALIERS,128,DETROIT PISTONS,119
2020-12-27 00:00:00+00:00,ORLANDO MAGIC,130,WASHINGTON WIZARDS,120
2020-12-27 00:30:00+00:00,PHILADELPHIA 76ERS,109,NEW YORK KNICKS,89
2020-12-27 01:00:00+00:00,INDIANA PACERS,125,CHICAGO BULLS,106
2020-12-27 01:30:00+00:00,TORONTO RAPTORS,114,SAN ANTONIO SPURS,119
2020-12-27 02:00:00+00:00,MINNESOTA TIMBERWOLVES,116,UTAH JAZZ,111
2020-12-27 03:00:00+00:00,HOUSTON ROCKETS,126,PORTLAND TRAIL BLAZERS,128
2020-12-27 03:00:00+00:00,PHOENIX SUNS,103,SACRAMENTO KINGS,106
2020-12-27 20:30:00+00:00,DALLAS MAVERICKS,124,LOS ANGELES CLIPPERS,73
2020-12-28 00:00:00+00:00,SAN ANTONIO SPURS,95,NEW ORLEANS PELICANS,98
2020-12-28 00:00:00+00:00,ORLANDO MAGIC,120,WASHINGTON WIZARDS,113
2020-12-28 00:00:00+00:00,BROOKLYN NETS,104,CHARLOTTE HORNETS,106
2020-12-28 00:30:00+00:00,PHILADELPHIA 76ERS,94,CLEVELAND CAVALIERS,118
2020-12-28 00:30:00+00:00,MILWAUKEE BUCKS,110,NEW YORK KNICKS,130
2020-12-28 01:00:00+00:00,BOSTON CELTICS,107,INDIANA PACERS,108
2020-12-28 01:00:00+00:00,GOLDEN STATE WARRIORS,129,CHICAGO BULLS,128
2020-12-28 02:00:00+00:00,PHOENIX SUNS,116,SACRAMENTO KINGS,100
2020-12-28 03:00:00+00:00,MINNESOTA TIMBERWOLVES,91,LOS ANGELES LAKERS,127
2020-12-29 00:30:00+00:00,MEMPHIS GRIZZLIES,116,BROOKLYN NETS,111
2020-12-29 00:30:00+00:00,DETROIT PISTONS,120,ATLANTA HAWKS,128
2020-12-29 01:00:00+00:00,UTAH JAZZ,110,OKLAHOMA CITY THUNDER,109
2020-12-29 02:00:00+00:00,HOUSTON ROCKETS,111,DENVER NUGGETS,124
2020-12-29 03:00:00+00:00,PORTLAND TRAIL BLAZERS,115,LOS ANGELES LAKERS,107
2020-12-30 00:00:00+00:00,NEW YORK KNICKS,95,CLEVELAND CAVALIERS,86
2020-12-30 00:00:00+00:00,GOLDEN STATE WARRIORS,116,DETROIT PISTONS,106
2020-12-30 00:00:00+00:00,BOSTON CELTICS,116,INDIANA PACERS,111
2020-12-30 00:00:00+00:00,CHICAGO BULLS,115,WASHINGTON WIZARDS,107
2020-12-30 00:00:00+00:00,TORONTO RAPTORS,93,PHILADELPHIA 76ERS,100
2020-12-30 00:30:00+00:00,MILWAUKEE BUCKS,144,MIAMI HEAT,97
2020-12-30 01:00:00+00:00,ORLANDO MAGIC,118,OKLAHOMA CITY THUNDER,107
2020-12-30 03:00:00+00:00,NEW ORLEANS PELICANS,86,PHOENIX SUNS,111
2020-12-30 03:00:00+00:00,DENVER NUGGETS,115,SACRAMENTO KINGS,125
2020-12-30 03:00:00+00:00,MINNESOTA TIMBERWOLVES,101,LOS ANGELES CLIPPERS,124
2020-12-31 00:30:00+00:00,MILWAUKEE BUCKS,108,MIAMI HEAT,119
2020-12-31 00:30:00+00:00,ATLANTA HAWKS,141,BROOKLYN NETS,145
2020-12-31 00:30:00+00:00,MEMPHIS GRIZZLIES,107,BOSTON CELTICS,126
2020-12-31 01:30:00+00:00,CHARLOTTE HORNETS,118,DALLAS MAVERICKS,99
2020-12-31 01:30:00+00:00,LOS ANGELES LAKERS,121,SAN ANTONIO SPURS,107
2020-12-31 03:00:00+00:00,PORTLAND TRAIL BLAZERS,105,LOS ANGELES CLIPPERS,128
2020-12-31 20:00:00+00:00,CLEVELAND CAVALIERS,99,INDIANA PACERS,119
2020-12-31 22:00:00+00:00,CHICAGO BULLS,133,WASHINGTON WIZARDS,130
2020-12-31 23:30:00+00:00,PHILADELPHIA 76ERS,116,ORLANDO MAGIC,92
2021-01-01 00:00:00+00:00,SACRAMENTO KINGS,119,HOUSTON ROCKETS,122
2021-01-01 00:30:00+00:00,NEW YORK KNICKS,83,TORONTO RAPTORS,100
2021-01-01 01:00:00+00:00,NEW ORLEANS PELICANS,113,OKLAHOMA CITY THUNDER,80
2021-01-01 02:00:00+00:00,PHOENIX SUNS,106,UTAH JAZZ,95
2021-01-02 00:00:00+00:00,MEMPHIS GRIZZLIES,108,CHARLOTTE HORNETS,93
2021-01-02 00:00:00+00:00,MIAMI HEAT,83,DALLAS MAVERICKS,93
2021-01-02 00:00:00+00:00,BOSTON CELTICS,93,DETROIT PISTONS,96
2021-01-02 00:30:00+00:00,ATLANTA HAWKS,114,BROOKLYN NETS,96
2021-01-02 01:00:00+00:00,CHICAGO BULLS,96,MILWAUKEE BUCKS,126
2021-01-02 01:00:00+00:00,WASHINGTON WIZARDS,130,MINNESOTA TIMBERWOLVES,109
2021-01-02 01:00:00+00:00,LOS ANGELES LAKERS,109,SAN ANTONIO SPURS,103
2021-01-02 02:00:00+00:00,PHOENIX SUNS,106,DENVER NUGGETS,103
2021-01-02 02:00:00+00:00,LOS ANGELES CLIPPERS,100,UTAH JAZZ,106
2021-01-02 03:30:00+00:00,PORTLAND TRAIL BLAZERS,123,GOLDEN STATE WARRIORS,98
2021-01-02 22:00:00+00:00,SACRAMENTO KINGS,94,HOUSTON ROCKETS,102
2021-01-03 00:00:00+00:00,NEW YORK KNICKS,106,INDIANA PACERS,102
2021-01-03 00:00:00+00:00,OKLAHOMA CITY THUNDER,108,ORLANDO MAGIC,99
2021-01-03 00:00:00+00:00,CHARLOTTE HORNETS,112,PHILADELPHIA 76ERS,127
2021-01-03 00:30:00+00:00,CLEVELAND CAVALIERS,96,ATLANTA HAWKS,91
2021-01-03 00:30:00+00:00,TORONTO RAPTORS,116,NEW ORLEANS PELICANS,120
2021-01-03 20:00:00+00:00,BOSTON CELTICS,122,DETROIT PISTONS,120
2021-01-03 23:00:00+00:00,WASHINGTON WIZARDS,123,BROOKLYN NETS,122
2021-01-03 23:00:00+00:00,LOS ANGELES LAKERS,108,MEMPHIS GRIZZLIES,94
2021-01-04 00:00:00+00:00,DENVER NUGGETS,124,MINNESOTA TIMBERWOLVES,109
2021-01-04 00:00:00+00:00,UTAH JAZZ,130,SAN ANTONIO SPURS,109
2021-01-04 01:00:00+00:00,DALLAS MAVERICKS,108,CHICAGO BULLS,118
2021-01-04 01:00:00+00:00,LOS ANGELES CLIPPERS,112,PHOENIX SUNS,107
2021-01-04 01:30:00+00:00,PORTLAND TRAIL BLAZERS,122,GOLDEN STATE WARRIORS,137
2021-01-05 00:00:00+00:00,CLEVELAND CAVALIERS,83,ORLANDO MAGIC,103
2021-01-05 00:00:00+00:00,CHARLOTTE HORNETS,101,PHILADELPHIA 76ERS,118
2021-01-05 00:30:00+00:00,NEW YORK KNICKS,113,ATLANTA HAWKS,108
2021-01-05 00:30:00+00:00,OKLAHOMA CITY THUNDER,90,MIAMI HEAT,118
2021-01-05 00:30:00+00:00,BOSTON CELTICS,126,TORONTO RAPTORS,114
2021-01-05 01:00:00+00:00,DALLAS MAVERICKS,113,HOUSTON ROCKETS,100
2021-01-05 01:00:00+00:00,DETROIT PISTONS,115,MILWAUKEE BUCKS,125
2021-01-05 01:00:00+00:00,INDIANA PACERS,118,NEW ORLEANS PELICANS,116
2021-01-05 03:00:00+00:00,SACRAMENTO KINGS,106,GOLDEN STATE WARRIORS,137
2021-01-06 00:30:00+00:00,UTAH JAZZ,96,BROOKLYN NETS,130
2021-01-06 01:00:00+00:00,LOS ANGELES LAKERS,94,MEMPHIS GRIZZLIES,92
2021-01-06 02:00:00+00:00,MINNESOTA TIMBERWOLVES,116,DENVER NUGGETS,123
2021-01-06 03:00:00+00:00,SAN ANTONIO SPURS,116,LOS ANGELES CLIPPERS,113
2021-01-06 03:30:00+00:00,CHICAGO BULLS,111,PORTLAND TRAIL BLAZERS,108
2021-01-07 00:00:00+00:00,HOUSTON ROCKETS,107,INDIANA PACERS,114
2021-01-07 00:00:00+00:00,CLEVELAND CAVALIERS,94,ORLANDO MAGIC,105
2021-01-07 00:00:00+00:00,WASHINGTON WIZARDS,136,PHILADELPHIA 76ERS,141
2021-01-07 00:30:00+00:00,CHARLOTTE HORNETS,102,ATLANTA HAWKS,94
2021-01-07 00:30:00+00:00,BOSTON CELTICS,107,MIAMI HEAT,105
2021-01-07 00:30:00+00:00,UTAH JAZZ,100,NEW YORK KNICKS,112
2021-01-07 01:00:00+00:00,DETROIT PISTONS,115,MILWAUKEE BUCKS,130
2021-01-07 01:00:00+00:00,OKLAHOMA CITY THUNDER,111,NEW ORLEANS PELICANS,110
2021-01-07 02:00:00+00:00,TORONTO RAPTORS,115,PHOENIX SUNS,123
2021-01-07 03:00:00+00:00,LOS ANGELES CLIPPERS,108,GOLDEN STATE WARRIORS,101
2021-01-07 03:00:00+00:00,CHICAGO BULLS,124,SACRAMENTO KINGS,128
2021-01-08 00:30:00+00:00,PHILADELPHIA 76ERS,109,BROOKLYN NETS,122
2021-01-08 01:00:00+00:00,CLEVELAND CAVALIERS,94,MEMPHIS GRIZZLIES,90
2021-01-08 03:00:00+00:00,DALLAS MAVERICKS,124,DENVER NUGGETS,117
2021-01-08 03:00:00+00:00,SAN ANTONIO SPURS,118,LOS ANGELES LAKERS,109
2021-01-08 03:00:00+00:00,MINNESOTA TIMBERWOLVES,117,PORTLAND TRAIL BLAZERS,135
2021-01-09 00:00:00+00:00,PHOENIX SUNS,105,DETROIT PISTONS,110
2021-01-09 00:30:00+00:00,WASHINGTON WIZARDS,107,BOSTON CELTICS,116
2021-01-09 00:30:00+00:00,CHARLOTTE HORNETS,118,NEW ORLEANS PELICANS,110
2021-01-09 00:30:00+00:00,OKLAHOMA CITY THUNDER,101,NEW YORK KNICKS,89
2021-01-09 01:00:00+00:00,ORLANDO MAGIC,90,HOUSTON ROCKETS,132
2021-01-09 01:00:00+00:00,BROOKLYN NETS,110,MEMPHIS GRIZZLIES,115
2021-01-09 01:00:00+00:00,UTAH JAZZ,131,MILWAUKEE BUCKS,118
2021-01-09 03:00:00+00:00,LOS ANGELES CLIPPERS,105,GOLDEN STATE WARRIORS,115
2021-01-09 03:00:00+00:00,CHICAGO BULLS,115,LOS ANGELES LAKERS,117
2021-01-09 03:00:00+00:00,TORONTO RAPTORS,144,SACRAMENTO KINGS,123
2021-01-09 20:00:00+00:00,DENVER NUGGETS,115,PHILADELPHIA 76ERS,103
2021-01-10 00:00:00+00:00,ATLANTA HAWKS,105,CHARLOTTE HORNETS,113
2021-01-10 00:00:00+00:00,PHOENIX SUNS,125,INDIANA PACERS,117
2021-01-10 00:00:00+00:00,MIAMI HEAT,128,WASHINGTON WIZARDS,124
2021-01-10 01:00:00+00:00,CLEVELAND CAVALIERS,90,MILWAUKEE BUCKS,100
2021-01-10 01:00:00+00:00,SAN ANTONIO SPURS,125,MINNESOTA TIMBERWOLVES,122
2021-01-10 01:30:00+00:00,ORLANDO MAGIC,98,DALLAS MAVERICKS,112
2021-01-10 03:00:00+00:00,PORTLAND TRAIL BLAZERS,125,SACRAMENTO KINGS,99
2021-01-10 20:00:00+00:00,UTAH JAZZ,96,DETROIT PISTONS,86
2021-01-10 21:00:00+00:00,CHICAGO BULLS,127,LOS ANGELES CLIPPERS,130
2021-01-10 23:00:00+00:00,OKLAHOMA CITY THUNDER,129,BROOKLYN NETS,116
2021-01-10 23:00:00+00:00,DENVER NUGGETS,114,NEW YORK KNICKS,89
2021-01-11 00:00:00+00:00,LOS ANGELES LAKERS,120,HOUSTON ROCKETS,102
2021-01-11 01:00:00+00:00,SAN ANTONIO SPURS,88,MINNESOTA TIMBERWOLVES,96
2021-01-11 01:30:00+00:00,TORONTO RAPTORS,105,GOLDEN STATE WARRIORS,106
2021-01-12 00:00:00+00:00,NEW YORK KNICKS,88,CHARLOTTE HORNETS,109
2021-01-12 00:00:00+00:00,MEMPHIS GRIZZLIES,101,CLEVELAND CAVALIERS,91
2021-01-12 00:00:00+00:00,MILWAUKEE BUCKS,121,ORLANDO MAGIC,99
2021-01-12 00:00:00+00:00,PHOENIX SUNS,107,WASHINGTON WIZARDS,128
2021-01-12 00:30:00+00:00,PHILADELPHIA 76ERS,94,ATLANTA HAWKS,112
2021-01-12 03:00:00+00:00,TORONTO RAPTORS,111,PORTLAND TRAIL BLAZERS,112
2021-01-12 03:00:00+00:00,INDIANA PACERS,122,SACRAMENTO KINGS,127
2021-01-13 00:00:00+00:00,MIAMI HEAT,134,PHILADELPHIA 76ERS,137
2021-01-13 00:30:00+00:00,DENVER NUGGETS,116,BROOKLYN NETS,122
2021-01-13 00:30:00+00:00,UTAH JAZZ,117,CLEVELAND CAVALIERS,87
2021-01-13 01:00:00+00:00,LOS ANGELES LAKERS,117,HOUSTON ROCKETS,100
2021-01-13 01:00:00+00:00,SAN ANTONIO SPURS,112,OKLAHOMA CITY THUNDER,102
2021-01-13 03:30:00+00:00,INDIANA PACERS,104,GOLDEN STATE WARRIORS,95
2021-01-14 00:00:00+00:00,DALLAS MAVERICKS,104,CHARLOTTE HORNETS,93
2021-01-14 00:00:00+00:00,MILWAUKEE BUCKS,110,DETROIT PISTONS,101
2021-01-14 00:30:00+00:00,BROOKLYN NETS,116,NEW YORK KNICKS,109
2021-01-14 01:00:00+00:00,MEMPHIS GRIZZLIES,118,MINNESOTA TIMBERWOLVES,107
2021-01-14 01:00:00+00:00,LOS ANGELES LAKERS,128,OKLAHOMA CITY THUNDER,99
2021-01-14 03:00:00+00:00,NEW ORLEANS PELICANS,106,LOS ANGELES CLIPPERS,111
2021-01-14 03:00:00+00:00,PORTLAND TRAIL BLAZERS,132,SACRAMENTO KINGS,126
2021-01-15 00:00:00+00:00,MIAMI HEAT,108,PHILADELPHIA 76ERS,125
2021-01-15 00:30:00+00:00,HOUSTON ROCKETS,109,SAN ANTONIO SPURS,105
2021-01-15 00:30:00+00:00,CHARLOTTE HORNETS,108,TORONTO RAPTORS,111
2021-01-15 03:00:00+00:00,GOLDEN STATE WARRIORS,104,DENVER NUGGETS,114
2021-01-15 03:00:00+00:00,INDIANA PACERS,111,PORTLAND TRAIL BLAZERS,87
2021-01-16 00:30:00+00:00,ORLANDO MAGIC,97,BOSTON CELTICS,124
2021-01-16 00:30:00+00:00,NEW YORK KNICKS,103,CLEVELAND CAVALIERS,106
2021-01-16 00:30:00+00:00,DALLAS MAVERICKS,109,MILWAUKEE BUCKS,112
2021-01-16 01:00:00+00:00,CHICAGO BULLS,125,OKLAHOMA CITY THUNDER,127
2021-01-16 02:00:00+00:00,ATLANTA HAWKS,92,UTAH JAZZ,116
2021-01-16 03:00:00+00:00,NEW ORLEANS PELICANS,95,LOS ANGELES LAKERS,112
2021-01-16 03:00:00+00:00,LOS ANGELES CLIPPERS,138,SACRAMENTO KINGS,100
2021-01-16 22:00:00+00:00,HOUSTON ROCKETS,91,SAN ANTONIO SPURS,103
